chrom1	start1	end1	chrom2	start2	end2	tor1	tor2	score	enr
chr18	75426000	75426050	chr18	75759500	75759550	EE	EE	62.2999992370605	-2.97768162057641
chr18	75426000	75426050	chr18	75759550	75759600	EE	EE	62.2999992370605	-3.02921192121649
chr18	75426000	75426050	chr18	75759600	75759650	EE	EE	62.2999992370605	-2.97768162057641
chr18	75426000	75426050	chr18	75759650	75759700	EE	EE	62.2999992370605	-2.97768162057641
chr18	75426000	75426050	chr18	75759700	75759750	EE	EE	62.2999992370605	-2.97768162057641
chr18	75426000	75426050	chr18	75759750	75759800	EE	EE	62.2999992370605	-2.97768162057641
chr18	75426050	75426100	chr18	75757850	75757900	EE	EE	62.2999992370605	-2.96856749216334
chr18	75426050	75426100	chr18	75759450	75759500	EE	EE	62.2999992370605	-3.00321671268354
chr18	75426050	75426100	chr18	75759500	75759550	EE	EE	62.2999992370605	-3.00321671268354
chr18	75426050	75426100	chr18	75759550	75759600	EE	EE	62.2999992370605	-3.05568413257768
chr18	75426050	75426100	chr18	75759600	75759650	EE	EE	62.2999992370605	-3.00321671268354
chr18	75426050	75426100	chr18	75759650	75759700	EE	EE	62.2999992370605	-3.00321671268354
chr18	75426050	75426100	chr18	75759700	75759750	EE	EE	62.2999992370605	-3.00321671268354
chr18	75426050	75426100	chr18	75759750	75759800	EE	EE	62.2999992370605	-3.00321671268354
chr18	75455100	75455150	chr18	75757850	75757900	EE	EE	69.3000030517578	-2.7714894695006
chr18	75455100	75455150	chr18	75759450	75759500	EE	EE	69.3000030517578	-2.65737099624921
chr18	75455100	75455150	chr18	75759500	75759550	EE	EE	69.3000030517578	-2.65737099624921
chr18	75455100	75455150	chr18	75759550	75759600	EE	EE	69.3000030517578	-2.65737099624921
chr18	75455100	75455150	chr18	75759600	75759650	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455100	75455150	chr18	75759650	75759700	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455100	75455150	chr18	75759700	75759750	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455100	75455150	chr18	75759750	75759800	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455100	75455150	chr18	75766600	75766650	EE	EE	69.3000030517578	-2.92748750021563
chr18	75455150	75455200	chr18	75757850	75757900	EE	EE	69.3000030517578	-2.72709535014214
chr18	75455150	75455200	chr18	75759450	75759500	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455150	75455200	chr18	75759500	75759550	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455150	75455200	chr18	75759550	75759600	EE	EE	69.3000030517578	-2.61555082055458
chr18	75455150	75455200	chr18	75759600	75759650	EE	EE	69.3000030517578	-2.57490883605723
chr18	75455150	75455200	chr18	75759650	75759700	EE	EE	69.3000030517578	-2.57490883605723
chr18	75455150	75455200	chr18	75759700	75759750	EE	EE	69.3000030517578	-2.57490883605723
chr18	75455150	75455200	chr18	75759750	75759800	EE	EE	69.3000030517578	-2.57490883605723
chr18	75455150	75455200	chr18	75766600	75766650	EE	EE	69.3000030517578	-2.87199238762393
chr18	76532150	76532200	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.86129372916841
chr18	76532200	76532250	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.86129372916841
chr18	76534450	76534500	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.97336487349653
chr18	76534500	76534550	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.97336487349653
chr18	76538500	76538550	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.54820395071104
chr18	76538550	76538600	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.51657552574091
chr18	76538600	76538650	chr18	77216850	77216900	EE	EE	83.9000015258789	-2.51657552574091
chr18	77515900	77515950	chr18	77845350	77845400	EE	EE	91.9000015258789	-2.4394216579058
chr18	77515900	77515950	chr18	77845400	77845450	EE	EE	91.9000015258789	-2.4394216579058
chr18	77515950	77516000	chr18	77845350	77845400	EE	EE	91.9000015258789	-2.4394216579058
chr18	77515950	77516000	chr18	77845400	77845450	EE	EE	91.9000015258789	-2.4394216579058
chr18	82886800	82886850	chr18	83181100	83181150	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886800	82886850	chr18	83181150	83181200	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886800	82886850	chr18	83181200	83181250	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886850	82886900	chr18	83181100	83181150	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886850	82886900	chr18	83181150	83181200	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886850	82886900	chr18	83181200	83181250	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886900	82886950	chr18	83181100	83181150	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886900	82886950	chr18	83181150	83181200	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886900	82886950	chr18	83181200	83181250	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886950	82887000	chr18	83181100	83181150	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886950	82887000	chr18	83181150	83181200	EE	EE	69.8000030517578	-3.1926450779424
chr18	82886950	82887000	chr18	83181200	83181250	EE	EE	69.8000030517578	-3.1926450779424
chr18	82903050	82903100	chr18	83145500	83145550	EE	EE	79.8000030517578	-3.1223190691952
chr18	82903050	82903100	chr18	83181100	83181150	EE	EE	83.4000015258789	-2.56200135227785
chr18	82903050	82903100	chr18	83181150	83181200	EE	EE	83.4000015258789	-2.56200135227785
chr18	82903050	82903100	chr18	83181200	83181250	EE	EE	83.4000015258789	-2.56200135227785
chr18	82903100	82903150	chr18	83145500	83145550	EE	EE	79.8000030517578	-3.1223190691952
chr18	82903100	82903150	chr18	83181100	83181150	EE	EE	83.4000015258789	-2.56200135227785
chr18	82903100	82903150	chr18	83181150	83181200	EE	EE	83.4000015258789	-2.56200135227785
chr18	82903100	82903150	chr18	83181200	83181250	EE	EE	83.4000015258789	-2.56200135227785
chr19	7139150	7139200	chr19	7420050	7420100	EE	EE	64.8000030517578	-2.47062982524216
chr19	7139200	7139250	chr19	7420050	7420100	EE	EE	64.8000030517578	-2.47062982524216
chr19	7139250	7139300	chr19	7420050	7420100	EE	EE	64.8000030517578	-2.47062982524216
chr19	7139300	7139350	chr19	7420050	7420100	EE	EE	64.8000030517578	-2.47062982524216
chr19	40417700	40417750	chr19	40619550	40619600	EE	EE	81.9000015258789	-2.43663975376406
chr19	40417700	40417750	chr19	40811750	40811800	EE	EE	70.8000030517578	-2.42742122373468
chr19	40417700	40417750	chr19	40811800	40811850	EE	EE	70.8000030517578	-2.42742122373468
chr19	40420300	40420350	chr19	40811750	40811800	EE	EE	70.8000030517578	-2.4637968111987
chr19	40420300	40420350	chr19	40811800	40811850	EE	EE	70.8000030517578	-2.4637968111987
chr19	40420350	40420400	chr19	40811750	40811800	EE	EE	70.8000030517578	-2.47681369686553
chr19	40420350	40420400	chr19	40811800	40811850	EE	EE	70.8000030517578	-2.47681369686553
chr19	42265150	42265200	chr19	42729700	42729750	EE	EE	78.3000030517578	-2.76199438865773
chr19	42265200	42265250	chr19	42729700	42729750	EE	EE	78.3000030517578	-2.76199438865773
chr19	42390550	42390600	chr19	42729700	42729750	EE	EE	65.3000030517578	-2.93859945533586
chr19	42390600	42390650	chr19	42729700	42729750	EE	EE	65.3000030517578	-2.93859945533586
chr19	44548750	44548800	chr19	44962300	44962350	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548750	44548800	chr19	44962350	44962400	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548750	44548800	chr19	44969900	44969950	EE	EE	65.3000030517578	-2.5890321650302
chr19	44548800	44548850	chr19	44962300	44962350	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548800	44548850	chr19	44962350	44962400	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548800	44548850	chr19	44969900	44969950	EE	EE	65.3000030517578	-2.5890321650302
chr19	44548850	44548900	chr19	44962300	44962350	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548850	44548900	chr19	44962350	44962400	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548850	44548900	chr19	44969900	44969950	EE	EE	65.3000030517578	-2.5890321650302
chr19	44548900	44548950	chr19	44962300	44962350	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548900	44548950	chr19	44962350	44962400	EE	EE	65.3000030517578	-2.61192954832143
chr19	44548900	44548950	chr19	44969900	44969950	EE	EE	65.3000030517578	-2.5890321650302
chr19	44657200	44657250	chr19	44962300	44962350	EE	EE	91.9000015258789	-2.38751643651494
chr19	44657200	44657250	chr19	44962350	44962400	EE	EE	91.9000015258789	-2.38751643651494
chr19	44657200	44657250	chr19	44969900	44969950	EE	EE	91.9000015258789	-2.6107662561265
chr19	44657250	44657300	chr19	44962300	44962350	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657250	44657300	chr19	44962350	44962400	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657250	44657300	chr19	44969900	44969950	EE	EE	91.9000015258789	-2.62870673652757
chr19	44657300	44657350	chr19	44962300	44962350	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657300	44657350	chr19	44962350	44962400	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657300	44657350	chr19	44969900	44969950	EE	EE	91.9000015258789	-2.62870673652757
chr19	44657350	44657400	chr19	44962300	44962350	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657350	44657400	chr19	44962350	44962400	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657350	44657400	chr19	44969900	44969950	EE	EE	91.9000015258789	-2.62870673652757
chr19	44657400	44657450	chr19	44962300	44962350	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657400	44657450	chr19	44962350	44962400	EE	EE	91.9000015258789	-2.40345798038396
chr19	44657400	44657450	chr19	44969900	44969950	EE	EE	91.9000015258789	-2.62870673652757
chr19	44758850	44758900	chr19	44962300	44962350	EE	EE	63.7999992370605	-2.74624340775422
chr19	44758850	44758900	chr19	44962350	44962400	EE	EE	63.7999992370605	-2.74624340775422
chr19	44758850	44758900	chr19	44969900	44969950	EE	EE	62.2999992370605	-2.960350923347
chr19	44758900	44758950	chr19	44962300	44962350	EE	EE	63.7999992370605	-2.74624340775422
chr19	44758900	44758950	chr19	44962350	44962400	EE	EE	63.7999992370605	-2.74624340775422
chr19	44758900	44758950	chr19	44969900	44969950	EE	EE	62.2999992370605	-2.960350923347
chr19	45251600	45251650	chr19	45821000	45821050	EE	EE	63.7999992370605	-3
chr19	45295150	45295200	chr19	45648500	45648550	EE	EE	81.9000015258789	-2.72756689616396
chr19	45295150	45295200	chr19	45648550	45648600	EE	EE	81.9000015258789	-2.72756689616396
chr19	45295150	45295200	chr19	45821000	45821050	EE	EE	89.9000015258789	-2.38332863955151
chr19	45295200	45295250	chr19	45648500	45648550	EE	EE	81.9000015258789	-2.72756689616396
chr19	45295200	45295250	chr19	45648550	45648600	EE	EE	81.9000015258789	-2.72756689616396
chr19	45295200	45295250	chr19	45821000	45821050	EE	EE	89.9000015258789	-2.38332863955151
chr19	45295250	45295300	chr19	45648500	45648550	EE	EE	81.9000015258789	-2.72756689616396
chr19	45295250	45295300	chr19	45648550	45648600	EE	EE	81.9000015258789	-2.72756689616396
chr19	45295250	45295300	chr19	45821000	45821050	EE	EE	89.9000015258789	-2.38332863955151
chr19	45318950	45319000	chr19	45821000	45821050	EE	EE	75.3000030517578	-3.04200752652158
chr19	45319000	45319050	chr19	45821000	45821050	EE	EE	75.3000030517578	-3.04200752652158
chr2	26502550	26502600	chr2	26873450	26873500	EE	EE	81.9000015258789	-2.44657901656523
chr2	26502550	26502600	chr2	26873500	26873550	EE	EE	81.9000015258789	-2.44334789530222
chr2	26502600	26502650	chr2	26873450	26873500	EE	EE	81.9000015258789	-2.45301963012306
chr2	26502600	26502650	chr2	26873500	26873550	EE	EE	81.9000015258789	-2.44980291743952
chr2	27408300	27408350	chr2	27627550	27627600	EE	EE	92.4000015258789	-2.54843662469604
chr2	27627550	27627600	chr2	28275600	28275650	EE	EE	78.3000030517578	-2.34680276352639
chr2	27627600	27627650	chr2	28275600	28275650	EE	EE	78.3000030517578	-2.34680276352639
chr2	28059800	28059850	chr2	28275600	28275650	EE	EE	86.4000015258789	-2.38192808462353
chr2	28059850	28059900	chr2	28275600	28275650	EE	EE	86.4000015258789	-2.38192808462353
chr2	28779550	28779600	chr2	29438000	29438050	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779550	28779600	chr2	29438050	29438100	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779550	28779600	chr2	29438100	29438150	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779550	28779600	chr2	29438150	29438200	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779600	28779650	chr2	29438000	29438050	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779600	28779650	chr2	29438050	29438100	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779600	28779650	chr2	29438100	29438150	EE	EE	61.2999992370605	-2.67516030969273
chr2	28779600	28779650	chr2	29438150	29438200	EE	EE	61.2999992370605	-2.67516030969273
chr2	32439100	32439150	chr2	32709850	32709900	EE	EE	62.7999992370605	-2.22026612022806
chr2	32439100	32439150	chr2	32709900	32709950	EE	EE	62.7999992370605	-2.22026612022806
chr2	32439100	32439150	chr2	32709950	32710000	EE	EE	62.7999992370605	-2.19082234233558
chr2	32439100	32439150	chr2	32714650	32714700	EE	EE	62.7999992370605	-2.21412480535285
chr2	32439100	32439150	chr2	32714700	32714750	EE	EE	62.7999992370605	-2.21412480535285
chr2	32439150	32439200	chr2	32709850	32709900	EE	EE	62.7999992370605	-2.22026612022806
chr2	32439150	32439200	chr2	32709900	32709950	EE	EE	62.7999992370605	-2.22026612022806
chr2	32439150	32439200	chr2	32709950	32710000	EE	EE	62.7999992370605	-2.19082234233558
chr2	32439150	32439200	chr2	32714650	32714700	EE	EE	62.7999992370605	-2.21412480535285
chr2	32439150	32439200	chr2	32714700	32714750	EE	EE	62.7999992370605	-2.21412480535285
chr2	33590450	33590500	chr2	33829050	33829100	EE	EE	74.3000030517578	-2.9230102609718
chr2	33590450	33590500	chr2	33829100	33829150	EE	EE	74.3000030517578	-2.91228385437874
chr2	33590450	33590500	chr2	33829150	33829200	EE	EE	74.3000030517578	-2.91228385437874
chr2	33590450	33590500	chr2	34494950	34495000	EE	EE	67.8000030517578	-3.3115861506659
chr2	33590450	33590500	chr2	34495000	34495050	EE	EE	67.8000030517578	-3.3115861506659
chr2	33590450	33590500	chr2	34498050	34498100	EE	EE	67.8000030517578	-3.26946067499323
chr2	33590450	33590500	chr2	34498100	34498150	EE	EE	67.8000030517578	-3.26946067499323
chr2	33590500	33590550	chr2	33829050	33829100	EE	EE	74.3000030517578	-2.9230102609718
chr2	33590500	33590550	chr2	33829100	33829150	EE	EE	74.3000030517578	-2.91228385437874
chr2	33590500	33590550	chr2	33829150	33829200	EE	EE	74.3000030517578	-2.91228385437874
chr2	33590500	33590550	chr2	34494950	34495000	EE	EE	67.8000030517578	-3.3115861506659
chr2	33590500	33590550	chr2	34495000	34495050	EE	EE	67.8000030517578	-3.3115861506659
chr2	33590500	33590550	chr2	34498050	34498100	EE	EE	67.8000030517578	-3.26946067499323
chr2	33590500	33590550	chr2	34498100	34498150	EE	EE	67.8000030517578	-3.26946067499323
chr2	33592350	33592400	chr2	33829050	33829100	EE	EE	74.3000030517578	-2.80322703643493
chr2	33592350	33592400	chr2	33829100	33829150	EE	EE	74.3000030517578	-2.790772037862
chr2	33592350	33592400	chr2	33829150	33829200	EE	EE	74.3000030517578	-2.790772037862
chr2	33592350	33592400	chr2	34494950	34495000	EE	EE	67.8000030517578	-2.90689059560852
chr2	33592350	33592400	chr2	34495000	34495050	EE	EE	67.8000030517578	-2.90689059560852
chr2	33592350	33592400	chr2	34498050	34498100	EE	EE	67.8000030517578	-3.04439411935845
chr2	33592350	33592400	chr2	34498100	34498150	EE	EE	67.8000030517578	-3.04439411935845
chr2	33592400	33592450	chr2	33829050	33829100	EE	EE	74.3000030517578	-2.790772037862
chr2	33592400	33592450	chr2	33829100	33829150	EE	EE	74.3000030517578	-2.77820857639809
chr2	33592400	33592450	chr2	33829150	33829200	EE	EE	74.3000030517578	-2.77820857639809
chr2	33592400	33592450	chr2	34494950	34495000	EE	EE	67.8000030517578	-2.90689059560852
chr2	33592400	33592450	chr2	34495000	34495050	EE	EE	67.8000030517578	-2.90689059560852
chr2	33592400	33592450	chr2	34498050	34498100	EE	EE	67.8000030517578	-3.04439411935845
chr2	33592400	33592450	chr2	34498100	34498150	EE	EE	67.8000030517578	-3.04439411935845
chr2	33677250	33677300	chr2	34494950	34495000	EE	EE	60.7000007629395	-2.94485844580754
chr2	33677250	33677300	chr2	34495000	34495050	EE	EE	60.7000007629395	-2.94485844580754
chr2	33677250	33677300	chr2	34498050	34498100	EE	EE	60.7000007629395	-2.81713594285019
chr2	33677250	33677300	chr2	34498100	34498150	EE	EE	60.7000007629395	-2.8073549220576
chr2	33677300	33677350	chr2	34494950	34495000	EE	EE	60.7000007629395	-2.94485844580754
chr2	33677300	33677350	chr2	34495000	34495050	EE	EE	60.7000007629395	-2.94485844580754
chr2	33677300	33677350	chr2	34498050	34498100	EE	EE	60.7000007629395	-2.81713594285019
chr2	33677300	33677350	chr2	34498100	34498150	EE	EE	60.7000007629395	-2.8073549220576
chr2	33677350	33677400	chr2	34494950	34495000	EE	EE	60.7000007629395	-2.94485844580754
chr2	33677350	33677400	chr2	34495000	34495050	EE	EE	60.7000007629395	-2.94485844580754
chr2	33677350	33677400	chr2	34498050	34498100	EE	EE	60.7000007629395	-2.81713594285019
chr2	33677350	33677400	chr2	34498100	34498150	EE	EE	60.7000007629395	-2.8073549220576
chr2	33829050	33829100	chr2	34494950	34495000	EE	EE	87.9000015258789	-2.15347448066172
chr2	33829050	33829100	chr2	34495000	34495050	EE	EE	87.9000015258789	-2.16007721548597
chr2	33829050	33829100	chr2	34498050	34498100	EE	EE	87.9000015258789	-2.27963637317092
chr2	33829050	33829100	chr2	34498100	34498150	EE	EE	87.9000015258789	-2.27633122844725
chr2	33829100	33829150	chr2	34494950	34495000	EE	EE	87.9000015258789	-2.13348300547425
chr2	33829100	33829150	chr2	34495000	34495050	EE	EE	87.9000015258789	-2.14017765804826
chr2	33829100	33829150	chr2	34498050	34498100	EE	EE	87.9000015258789	-2.26303440583379
chr2	33829100	33829150	chr2	34498100	34498150	EE	EE	87.9000015258789	-2.25969096275942
chr2	33829150	33829200	chr2	34494950	34495000	EE	EE	87.9000015258789	-2.13348300547425
chr2	33829150	33829200	chr2	34495000	34495050	EE	EE	87.9000015258789	-2.14017765804826
chr2	33829150	33829200	chr2	34498050	34498100	EE	EE	87.9000015258789	-2.26303440583379
chr2	33829150	33829200	chr2	34498100	34498150	EE	EE	87.9000015258789	-2.25969096275942
chr2	37658500	37658550	chr2	38231600	38231650	EE	EE	79.3000030517578	-3.0990641275291
chr2	37658500	37658550	chr2	38231650	38231700	EE	EE	79.3000030517578	-3.0990641275291
chr2	37658500	37658550	chr2	38547250	38547300	EE	EE	77.8000030517578	-2.93288580414146
chr2	37658550	37658600	chr2	38231600	38231650	EE	EE	79.3000030517578	-3.10565178756386
chr2	37658550	37658600	chr2	38231650	38231700	EE	EE	79.3000030517578	-3.10565178756386
chr2	37658550	37658600	chr2	38547250	38547300	EE	EE	77.8000030517578	-2.93288580414146
chr2	74553950	74554000	chr2	75428350	75428400	EE	EE	87.9000015258789	-2.83550596237175
chr2	74553950	74554000	chr2	75428400	75428450	EE	EE	87.9000015258789	-2.83550596237175
chr2	74553950	74554000	chr2	75428450	75428500	EE	EE	87.9000015258789	-2.83550596237175
chr2	74553950	74554000	chr2	75428500	75428550	EE	EE	87.9000015258789	-2.83550596237175
chr2	74554000	74554050	chr2	75428350	75428400	EE	EE	87.9000015258789	-2.83550596237175
chr2	74554000	74554050	chr2	75428400	75428450	EE	EE	87.9000015258789	-2.83550596237175
chr2	74554000	74554050	chr2	75428450	75428500	EE	EE	87.9000015258789	-2.83550596237175
chr2	74554000	74554050	chr2	75428500	75428550	EE	EE	87.9000015258789	-2.83550596237175
chr2	92916550	92916600	chr2	93255600	93255650	EE	EE	64.3000030517578	-3.37056287013824
chr2	93039700	93039750	chr2	93255600	93255650	EE	EE	73.3000030517578	-3.10805974585745
chr2	93039700	93039750	chr2	93315300	93315350	EE	EE	71.8000030517578	-3.08602374383337
chr2	93039700	93039750	chr2	93315350	93315400	EE	EE	71.8000030517578	-3.08602374383337
chr2	93039750	93039800	chr2	93255600	93255650	EE	EE	73.3000030517578	-3.09211820198843
chr2	93039750	93039800	chr2	93315300	93315350	EE	EE	72.3000030517578	-2.99138686969529
chr2	93039750	93039800	chr2	93315350	93315400	EE	EE	72.3000030517578	-2.99138686969529
chr2	93039800	93039850	chr2	93255600	93255650	EE	EE	73.3000030517578	-3.09211820198843
chr2	93039800	93039850	chr2	93315300	93315350	EE	EE	72.3000030517578	-2.99138686969529
chr2	93039800	93039850	chr2	93315350	93315400	EE	EE	72.3000030517578	-2.99138686969529
chr2	93039850	93039900	chr2	93255600	93255650	EE	EE	73.3000030517578	-3.09211820198843
chr2	93039850	93039900	chr2	93315300	93315350	EE	EE	72.3000030517578	-2.99138686969529
chr2	93039850	93039900	chr2	93315350	93315400	EE	EE	72.3000030517578	-2.99138686969529
chr2	93067150	93067200	chr2	93315300	93315350	EE	EE	75.8000030517578	-2.43643997601107
chr2	93067150	93067200	chr2	93315350	93315400	EE	EE	75.8000030517578	-2.43643997601107
chr2	93067200	93067250	chr2	93315300	93315350	EE	EE	75.8000030517578	-2.43643997601107
chr2	93067200	93067250	chr2	93315350	93315400	EE	EE	75.8000030517578	-2.43643997601107
chr2	93067250	93067300	chr2	93315300	93315350	EE	EE	75.8000030517578	-2.43643997601107
chr2	93067250	93067300	chr2	93315350	93315400	EE	EE	75.8000030517578	-2.43643997601107
chr2	93255550	93255600	chr2	93650200	93650250	EE	EE	71.3000030517578	-2.50413142610811
chr2	93255550	93255600	chr2	93650250	93650300	EE	EE	71.3000030517578	-2.50413142610811
chr2	93255550	93255600	chr2	93650300	93650350	EE	EE	71.3000030517578	-2.50413142610811
chr2	93255550	93255600	chr2	93652200	93652250	EE	EE	68.8000030517578	-2.57490883605723
chr2	93255600	93255650	chr2	93650200	93650250	EE	EE	71.3000030517578	-2.56071495447448
chr2	93255600	93255650	chr2	93650250	93650300	EE	EE	71.3000030517578	-2.56071495447448
chr2	93255600	93255650	chr2	93650300	93650350	EE	EE	71.3000030517578	-2.56071495447448
chr2	93255600	93255650	chr2	93652200	93652250	EE	EE	68.8000030517578	-2.63630938072138
chr2	119163900	119163950	chr2	119372800	119372850	EE	EE	65.8000030517578	-3.25238716163429
chr2	119163900	119163950	chr2	119372850	119372900	EE	EE	65.8000030517578	-3.26946067499323
chr2	132141900	132141950	chr2	132672300	132672350	EE	EE	74.8000030517578	-2.77051815387723
chr2	132141950	132142000	chr2	132672300	132672350	EE	EE	74.8000030517578	-2.77051815387723
chr2	151937750	151937800	chr2	152189700	152189750	EE	EE	67.3000030517578	-2.28010791919274
chr2	151937750	151937800	chr2	152189750	152189800	EE	EE	67.3000030517578	-2.27575791345444
chr2	151937750	151937800	chr2	152189800	152189850	EE	EE	67.3000030517578	-2.27575791345444
chr2	151937750	151937800	chr2	152194650	152194700	EE	EE	67.3000030517578	-2.14648608847748
chr2	151937800	151937850	chr2	152189700	152189750	EE	EE	67.3000030517578	-2.28010791919274
chr2	151937800	151937850	chr2	152189750	152189800	EE	EE	67.3000030517578	-2.27575791345444
chr2	151937800	151937850	chr2	152189800	152189850	EE	EE	67.3000030517578	-2.27575791345444
chr2	151937800	151937850	chr2	152194650	152194700	EE	EE	67.3000030517578	-2.13551497065648
chr2	151937850	151937900	chr2	152189700	152189750	EE	EE	67.3000030517578	-2.25394125721127
chr2	151937850	151937900	chr2	152189750	152189800	EE	EE	67.3000030517578	-2.24972005255291
chr2	151937850	151937900	chr2	152189800	152189850	EE	EE	67.3000030517578	-2.24972005255291
chr2	151937850	151937900	chr2	152194650	152194700	EE	EE	67.3000030517578	-2.11295281600439
chr2	151937900	151937950	chr2	152189700	152189750	EE	EE	67.3000030517578	-2.25394125721127
chr2	151937900	151937950	chr2	152189750	152189800	EE	EE	67.3000030517578	-2.24972005255291
chr2	151937900	151937950	chr2	152189800	152189850	EE	EE	67.3000030517578	-2.24972005255291
chr2	151937900	151937950	chr2	152194650	152194700	EE	EE	67.3000030517578	-2.11295281600439
chr2	157430850	157430900	chr2	158030000	158030050	EE	EE	73.8000030517578	-2.7799784831263
chr2	157430850	157430900	chr2	158030050	158030100	EE	EE	73.8000030517578	-2.7799784831263
chr2	157430850	157430900	chr2	158033700	158033750	EE	EE	74.3000030517578	-2.8239696359085
chr2	157430900	157430950	chr2	158030000	158030050	EE	EE	73.8000030517578	-2.81845263094093
chr2	157430900	157430950	chr2	158030050	158030100	EE	EE	73.8000030517578	-2.81845263094093
chr2	157430900	157430950	chr2	158033700	158033750	EE	EE	74.3000030517578	-2.86349800009514
chr2	157430950	157431000	chr2	158030000	158030050	EE	EE	73.8000030517578	-2.81845263094093
chr2	157430950	157431000	chr2	158030050	158030100	EE	EE	73.8000030517578	-2.81845263094093
chr2	157430950	157431000	chr2	158033700	158033750	EE	EE	74.3000030517578	-2.86349800009514
chr2	157431000	157431050	chr2	158030000	158030050	EE	EE	73.8000030517578	-2.81845263094093
chr2	157431000	157431050	chr2	158030050	158030100	EE	EE	73.8000030517578	-2.81845263094093
chr2	157431000	157431050	chr2	158033700	158033750	EE	EE	74.3000030517578	-2.86349800009514
chr2	157461550	157461600	chr2	158030000	158030050	EE	EE	67.3000030517578	-2.64244799538192
chr2	157461550	157461600	chr2	158030050	158030100	EE	EE	67.3000030517578	-2.64244799538192
chr2	157461550	157461600	chr2	158033700	158033750	EE	EE	67.8000030517578	-2.79617118356493
chr2	157461550	157461600	chr2	158110450	158110500	EE	EE	68.3000030517578	-3.25153876699596
chr2	157461550	157461600	chr2	158110500	158110550	EE	EE	68.3000030517578	-3.25153876699596
chr2	157461550	157461600	chr2	158110550	158110600	EE	EE	68.3000030517578	-3.25153876699596
chr2	157461600	157461650	chr2	158030000	158030050	EE	EE	67.3000030517578	-2.64244799538192
chr2	157461600	157461650	chr2	158030050	158030100	EE	EE	67.3000030517578	-2.64244799538192
chr2	157461600	157461650	chr2	158033700	158033750	EE	EE	67.8000030517578	-2.79617118356493
chr2	157461600	157461650	chr2	158110450	158110500	EE	EE	68.3000030517578	-3.25153876699596
chr2	157461600	157461650	chr2	158110500	158110550	EE	EE	68.3000030517578	-3.25153876699596
chr2	157461600	157461650	chr2	158110550	158110600	EE	EE	68.3000030517578	-3.25153876699596
chr2	163360800	163360850	chr2	163663950	163664000	EE	EE	63.7999992370605	-3.40525647848626
chr2	163360800	163360850	chr2	163664000	163664050	EE	EE	63.7999992370605	-3.38673639051546
chr2	163360800	163360850	chr2	163664050	163664100	EE	EE	63.7999992370605	-3.38673639051546
chr2	164750100	164750150	chr2	165190000	165190050	EE	EE	64.8000030517578	-3.04041426844591
chr2	164750100	164750150	chr2	165225100	165225150	EE	EE	60.2000007629395	-3.02856915219677
chr2	164750100	164750150	chr2	165225150	165225200	EE	EE	60.2000007629395	-3.02856915219677
chr2	164750150	164750200	chr2	165190000	165190050	EE	EE	64.8000030517578	-3.04041426844591
chr2	164750150	164750200	chr2	165225100	165225150	EE	EE	60.2000007629395	-3.02856915219677
chr2	164750150	164750200	chr2	165225150	165225200	EE	EE	60.2000007629395	-3.02856915219677
chr2	164778900	164778950	chr2	165101600	165101650	EE	EE	69.3000030517578	-2.82332587896939
